Order_id,order_date_time,Item_price,Product_category,channel_name
bc7a4a0a-700f-4158-b93e-ef508082f026,,,,Outcall
532a17a9-b82d-44e1-863c-a7a61cbae523,19-07-2023 00:11,11159,Furniture,Inbound
7a8cdbdf-3b92-40e5-a973-b0cc08e6d7d8,,,,Outcall
933d1988-ecb4-491e-843c-740465605d0e,,,,Inbound
29085dc4-1691-40d8-b2a4-4c6460197b55,,,,Inbound
3dc78a3e-0cf3-4714-b4dd-3dc17de57a95,,,,Inbound
44714e55-902a-4b5e-ac6d-91589b904b84,,,,Inbound
7ac5b1bc-84e0-4962-b70f-26c8e789c956,,,,Inbound
691e7a18-2bce-46aa-9e9b-b594828cb033,,,,Inbound
ef53e1b4-502c-4859-9972-a41c1d87aa48,,,,Inbound
6cbb35ed-098b-4eb9-b756-fbfbb82dcc1f,,,,Inbound
27a9f29f-899d-489f-ae06-c51f32234002,,,,Inbound
53d62950-27f6-49a6-88af-9378807681be,,,,Inbound
b6466d1a-7d65-4f71-a031-4268ecce6326,,,,Inbound
315a0ea5-97dd-4e96-b820-5d3ca3a3fdef,24-07-2023 16:57,699,Electronics,Inbound
1caba2a4-7e0e-438c-835a-768f0faa83ba,,,,Inbound
f8199c58-6f00-410f-bab1-8d3fee78864b,,,,Inbound
40cfed5c-29a9-4050-b36e-01dc8b2bc270,,,,Inbound
e91ceda3-ffb5-47f1-9f2e-1bf2e9a18cdb,22-07-2023 13:21,799,LifeStyle,Inbound
b4c9e1e7-1477-4370-889c-616451bf7f09,,,,Outcall
958deb25-4cd0-4c66-a9dc-bb258684fe37,,,,Inbound
5e3ca074-f3d2-4e49-83f9-3f383ca84d50,,,,Outcall
1df9c412-6100-46d8-9f51-6b78ccf69e84,,,,Inbound
f2943504-9065-4b46-8fc3-3b7ada13caa8,,,,Outcall
9764731c-7eb2-4757-a7d3-de7388bf98ed,,,,Outcall
04189703-ec47-4038-87ce-31bd4a1ce004,,,,Outcall
58e31e81-1461-4827-bd13-783b46945cd4,,,,Inbound
77f14514-2de9-4a4d-bfd8-b1d6df32a58c,,,,Inbound
f65fc715-2461-450e-a920-993d05bea04c,,,,Inbound
926cc1b1-9ffb-48af-be9a-6dc418661551,,,,Inbound
178d4482-65b7-4c97-aec0-27fd664a35cb,,,,Inbound
0529e1c0-30e7-464d-8422-c876f7b6137b,19-07-2023 15:13,24999,Mobile,Inbound
180c6939-c217-4118-880c-d325f1978925,21-06-2023 17:12,15490,Electronics,Inbound
c40d0b03-7e68-4c22-84f0-598c20719598,19-07-2023 22:21,166,Home,Inbound
5cf90c28-9dbd-4638-bda8-9bed4699eb35,,,,Inbound
12534008-64a7-4f6a-b21d-0e37f41ded49,,,,Outcall
761acddc-54eb-4b53-84a3-a326f394665b,,,,Inbound
dd1e3bf1-98ed-46cb-a3cd-72e445a617ec,26-07-2023 12:04,10999,Mobile,Inbound
6d6cf74c-fb6d-42a8-aa4d-1707d5e203a1,,,,Inbound
ed44ccab-413e-4379-a389-aa669f032775,,,,Inbound
dbf5658f-9422-4420-9d6e-adb8f095e686,,,,Inbound
478a19a7-2120-4a74-80a1-1d4fa4efe450,,,,Outcall
152f045e-5a5b-4d1b-996a-d3b4cf48188e,14-07-2023 22:09,2129,LifeStyle,Inbound
9fde7e27-5e80-489e-8113-d13a8ee53da0,,,,Inbound
4bd865bd-5082-464a-bade-ec1324b550a3,,,,Outcall
10fd384a-fcb8-4d19-b309-f1bb845ea061,,,,Inbound
7c6a0484-4533-4a33-97b7-58a7ecc3b095,,,,Outcall
6539fff5-3285-4650-ada8-99a8712a0c50,,,,Inbound
f5432cf4-63aa-4dac-aadb-ca891aaa8c1f,,,,Inbound
7f252e8c-c257-4d86-94e6-f6a57bc3f28b,,,,Inbound
cea9d8b6-f66b-4b9c-9fa6-3a6583f18247,,,,Inbound
492a92d3-52f2-4987-83cb-4338eb652a22,,,,Inbound
cfc840ad-ff33-40fe-a15f-446446659645,,,,Inbound
9d7f511a-dfb6-42b5-983c-17f837ff8ecf,20-07-2023 23:03,199,Electronics,Inbound
50e624d2-bcca-4316-88e0-cad0be3b282f,,,,Inbound
f8e924a7-944d-4586-a35e-93cc8237a073,,,,Inbound
ac9632ba-54e2-4c2e-b8a4-c0b699389432,12-07-2023 11:42,295,Books & General merchandise,Inbound
5293a8a3-bf90-4db1-b58b-e05feda9cd50,,,,Inbound
cacb76f9-9d88-4da6-8933-60de7200fc76,,,,Inbound
2da9a618-298e-46cd-98d8-3404aa4db2c3,,,,Inbound
067e5ebf-73d2-4480-822c-c0e6353dfaa3,,,,Inbound
1989ecfc-04b6-4689-8b0e-692e78440e77,,,,Inbound
ceb9e88b-f8de-4947-a743-496fa966be9f,,,,Inbound
eb992ae3-60de-44f1-8429-bc08dc7678b2,,,,Inbound
a9b79999-27bc-4757-ae4a-6496edfd3596,,,,Inbound
585960aa-a2ad-4bf0-b1a8-544b58489c7f,,,,Inbound
b631d8ec-110b-4824-99a5-cf854166c2bd,,,,Inbound
6a322a01-a5b2-4621-b1f1-35cf332ebd74,,,,Inbound
c272ba25-6cee-4001-9e98-27c1c3f3f99a,,,,Inbound
fceef4b8-4271-44bc-85a4-440c86f43442,,,,Inbound
6320a255-b193-4bc5-98c6-e4779cadafa9,05-06-2023 09:02,7999,Mobile,Inbound
f7cad483-b1c7-4432-aae7-044ec9479fb9,,,,Inbound
182632fa-111d-4049-b333-d4637b46cc36,,,,Inbound
28821ef6-5703-4082-b129-33adb8907129,16-07-2023 21:42,1499,Electronics,Inbound
e6a982e4-0ad1-479c-afaa-2f84afabb3fb,07-07-2023 21:59,1799,Electronics,Inbound
0c871165-7c35-48be-97a1-3885dbcdf80d,,,,Inbound
43b5b33a-c7a9-4ca5-8910-810ba4ad6305,,,,Inbound
da266d33-6eb1-44a4-91bc-16a24a009ddb,,,,Inbound
6b673d67-742c-4002-8cf7-5cea9c98efcc,,,,Inbound
e604657d-65bc-45f8-82db-6678c8c34a40,,,,Inbound
c9daefdf-e6da-45cb-9a69-529e013288a0,,,,Inbound
a9c911b1-f2c8-43fd-9907-a6da3f2912ea,24-07-2023 15:48,999,Electronics,Inbound
70cd4326-96e7-4a91-aa32-07dfd2db224f,30-07-2023 11:29,21999,Home Appliences,Outcall
5fbd2882-0763-486a-849f-7b95083bc88d,30-07-2023 19:57,447,Home Appliences,Outcall
438d0cd5-ffd8-48c3-b388-39fd079320f5,,,,Inbound
d4b0738f-8ce0-48b5-996f-32fa0a96b8f4,,,,Inbound
915c8721-39fd-4f37-bad7-f70e680707dc,,,,Inbound
b96efdd1-0cc6-447f-85cb-f86cbbd93805,,,,Outcall
0563c87a-6695-42c5-8316-33922ae694ca,,,,Inbound
503dd750-1c4c-4d84-81b7-ee9587b7f27e,,,,Inbound
ac111310-37ff-42f3-99b3-219ec3de760a,,,,Inbound
63d3701c-e9d4-4280-a596-95124040a1d0,,,,Outcall
93ef1b08-c1fa-4574-9cc5-52a6046057c5,,,,Inbound
eb349a4e-d3ec-4232-95f0-d277c0fcf8a6,19-06-2023 17:37,16390,Home Appliences,Inbound
e3ccae12-0457-416a-a662-91092725218f,,,,Inbound
9ba8ac3b-c6cb-46ab-9f6e-4dbe43a62439,,,,Inbound
f8d08084-599b-4928-a4ab-bfc81d5257c1,,,,Inbound
0f7d1489-78f4-4bbf-85d0-4f60c98b397e,21-07-2023 15:09,1099,Electronics,Inbound
a5bc77a0-f506-4f7f-87b8-c41720717f48,,,,Inbound
cd2b4b23-2ec1-4a24-9722-660c509d3c1f,,,,Inbound
a081f867-cf14-495e-99e6-61c83f413d8d,,,,Inbound
fd651603-4518-4d25-97e0-19a85b8cd0bd,,,,Inbound
8d65aee6-863d-401a-826d-905daad5b6e7,,,,Inbound
e1988300-abab-4e95-b5d6-0ba420fb01ab,17-07-2023 15:57,25990,Home Appliences,Inbound
8312cecc-6148-4472-87df-c6f9dab92a18,31-07-2023 22:41,14999,Electronics,Outcall
876fa4d4-7c20-4763-963e-c39511a188b4,,,,Inbound
cc2dd5f5-bba2-4b8d-ba43-2c4bd68e13af,,,,Inbound
549b49f6-f921-4440-8ba1-b69ef3d69de8,,,,Inbound
b8b713c2-adf2-4460-832b-df43018852be,,,,Inbound
f641e26b-02a6-4f00-9117-dd301d00e945,,,,Outcall
4fb58b70-3cdb-4578-8b79-9bd3ef9513c3,19-07-2023 17:28,417,Home,Inbound
263b9bdb-788a-4c23-9003-74b3397ddc30,,,,Inbound
be46cd11-01de-4033-af05-bd95174f7ed9,,,,Outcall
d481ebd4-5c63-40ae-8a28-91071c730ac6,,,,Email
b47e2959-f416-4439-9f62-50ffe994c0ab,,,,Outcall
74039940-910c-44cd-b462-f082b90c951f,,,,Inbound
70f580ff-9163-4f71-bdbc-af1a100954b1,,,,Inbound
31a39495-58a2-4cf9-9aa5-4e4fba9b4982,,,,Email
a8ed43f2-fce8-48cf-9f99-268e1e8479bd,,,,Inbound
be2f5c03-db6d-4098-bf6a-6d31f2320c69,28-07-2023 18:23,11999,Mobile,Inbound
a3effd07-894a-4a4b-84e1-7611584f39b2,29-07-2023 11:13,203,Electronics,Outcall
f51a1c25-84f2-44e2-a30b-a0d2bbfcdf4f,,,,Inbound
ad732066-abf4-4b09-bd7b-8d8cb3789701,,,,Inbound
db1c4e66-903f-429e-a435-7435ccaa336f,,,,Inbound
d0bb8c2a-b0ae-4ae5-83c7-0b251042d0a5,23-07-2023 19:36,1299,Books & General merchandise,Inbound
b2f035a9-23b2-43f7-b4c7-61fc05789bcc,,,,Inbound
1a89eca9-91b5-4742-97c4-7cb14094d2a8,,,,Inbound
f2bfeeca-1d51-434f-908f-b041ea795c06,,,,Inbound
7eabbe21-db0a-45ed-a002-7aecd9c3fd8e,,,,Email
ba5d2494-2c8b-4be3-8cd2-c291510935d8,,,,Inbound
67937305-cfb0-4def-9473-eb5ab3f2e511,,,,Outcall
89af5610-4a68-411b-b348-af6505c537c8,,,,Inbound
40f015b3-72d9-457d-93ce-ef684e225457,,,,Inbound
a7d2f7ed-9c54-4c04-82d5-9b6211734960,23-07-2023 19:25,1453,Electronics,Outcall
5f8e49ed-db4f-4582-9274-242c16949748,,,,Inbound
e8f2e940-9fa5-4297-8bf9-3b289dc7ad1d,,,,Inbound
c53ace18-b1c0-4762-803a-a4a5d26c36df,21-07-2023 18:40,499,LifeStyle,Inbound
dd6630fa-73e9-44b9-9d80-a27c255ba115,27-07-2023 14:13,17,Books & General merchandise,Inbound
87212636-74b9-4b0e-8cd7-741b00ed0944,17-07-2023 00:34,1699,Electronics,Email
eaeda00a-889a-47a5-9916-28b3e3ec0638,,,,Inbound
46a5d4dd-ca69-4c50-a8c1-77e5600645c8,,,,Inbound
c5d1b3ee-21e4-4ae7-acaf-69790281099a,,,,Inbound
1876a485-34be-40b5-a233-9c2f740b1fd2,,,,Inbound
e5f28604-8582-4b52-95ed-9de6ab01a8dd,26-07-2023 18:55,18990,Electronics,Inbound
6975ca11-9a92-4c0b-a023-82a4d2cab538,,,,Inbound
c0b068e5-b701-476b-afec-53729e857351,,,,Inbound
05fab777-050d-4f0c-904d-f7091f79c240,,,,Outcall
65af7e2a-69f8-4a91-ac6d-b947770a1f13,16-07-2023 13:52,275,LifeStyle,Inbound
59f94865-6162-41c4-a606-b0f0db1dbbd7,,,,Inbound
d2830549-8e9c-45d8-9b30-3bff2a9a7621,30-07-2023 12:32,499,LifeStyle,Inbound
8ebf99a3-fbcf-475f-b9f0-d264230fdbbd,28-07-2023 12:16,6499,Mobile,Inbound
6482ad7d-2be2-452f-ab14-fcaf581acaa9,,,,Outcall
452ddb9e-2384-4893-824a-eb2a62af314c,,,,Inbound
15d713df-05ea-498c-8e4b-09a763e26399,,,,Outcall
becd80c2-f391-4638-b3f1-5d0bc5bf743d,,,,Inbound
46255032-1925-4945-a54e-1c56c669186e,,,,Inbound
9422925a-8114-4aef-bb38-2d370dc780b3,,,,Outcall
dcf81699-1b53-4aab-9448-ba7ca857e3b9,,,,Inbound
28af749b-3e16-4961-8573-1a7f70582c47,,,,Outcall
9e2c3e3e-64a0-4bf4-8dac-326e0aac1d61,,,,Outcall
d262e3d8-2fe2-4f94-9fd6-24340ebd2c58,,,,Outcall
d5e4025c-6500-442f-840e-aa7e9cc445c4,26-07-2023 19:05,10999,Mobile,Inbound
57d033eb-b1c2-43d2-af25-a4412aedd409,25-07-2023 20:37,2499,Electronics,Inbound
df132fd8-b6e3-48c9-b78c-982b4a1ec519,,,,Inbound
20f1e434-8a46-4ee7-99d7-0358e600706f,,,,Inbound
9c233d07-c6a4-4976-a92d-1ab72dad508b,,,,Inbound
726eb278-2d61-464b-b002-844d96d2531f,,,,Outcall
68190531-294e-4234-b31b-bff439b5ddaf,,,,Inbound
9d388047-2773-4c1b-af95-d5098d370ade,,,,Inbound
85dc72a7-4b02-458c-8dc3-66699299db89,,,,Inbound
a2ed865d-b857-4811-9f20-d0c74625ce9e,,,,Email
6937aabb-bb6d-4c93-82ea-2641f74b6d99,,,,Inbound
a4c77016-cd6a-43b5-9e68-aefadb7e4e4c,,,,Outcall
140fb5be-09ee-4c87-bd46-78ac6c47296e,,,,Inbound
b81f6961-d4bb-4a68-8ed0-ad229ca45d93,19-07-2023 22:41,1376,Home,Inbound
11373ee3-ef96-4106-ac6a-2699f4089042,01-08-2022 13:45,1799,Electronics,Inbound
194f144f-500d-4461-905b-097c2a7f8114,,,,Outcall
f401d62c-f8bd-4cee-99a1-6f26b0f9483d,,,,Inbound
3c5d9697-e840-468c-ba74-180f8817e00a,,,,Inbound
5c27faad-d884-44c2-a826-b4db68ffc961,,,,Inbound
b81c8333-f100-4b8a-9d27-ec2cff922d96,,,,Inbound
1a34c6e7-2c11-4c0b-8580-2733627ecfa5,,,,Inbound
65ad82c6-5a27-4780-a76a-4cd7271c763c,,,,Outcall
bbc9a572-47cc-4ac5-b51c-d33317022b90,,,,Inbound
91e7636a-6fcd-411e-9a2e-691bf2b5417c,21-07-2023 18:15,2399,Electronics,Inbound
4c25c5b6-e572-478b-89ee-aff5679742b8,,,,Inbound
96dede91-f604-4a3b-882b-f9ffdb3e2d45,,,,Inbound
5ea6abb0-d0d8-4b5b-9554-7b6c3e0a35b2,,,,Inbound
87961cb1-c068-4a35-8dfe-65702637a329,07-07-2023 19:29,928,Books & General merchandise,Inbound
43fe7103-946b-48dc-a6d9-0da1f807008b,24-07-2023 11:38,1409,LifeStyle,Inbound
b4eb4670-7ee1-49aa-9b78-35ed4040c044,,,,Inbound
e762b36b-4502-4800-9e5b-a26f6ad15214,,,,Inbound
25160903-880b-4dd3-9bd5-79b68041f941,,,,Outcall
f0914e02-7d42-4bdd-b6aa-aac0e904d368,,,,Inbound
dfc1b395-5920-4769-be8e-28503a068d1e,,,,Outcall
21630643-03c7-4072-bde3-0d4353957ec0,,,,Outcall
e50c2fb6-d6d4-4f74-a92b-c75d936b579d,17-07-2023 11:31,205,Books & General merchandise,Inbound
51225ddc-aef3-4baa-89c4-78a581ca8ad4,23-07-2023 12:53,555,Books & General merchandise,Inbound
d8f04ae9-5044-4608-a642-cf8857d344d1,,,,Inbound
1e3048d6-d7a0-4ad1-9716-3f09554734cd,,,,Inbound
159f4c9f-e156-4c48-aa2b-790d5d03f78f,,,,Inbound
cb6feab9-8f8b-459d-8634-dab0c5811930,,,,Inbound
e020f11b-62e5-4d76-ad57-e981ad7278b9,30-07-2023 23:15,19999,Mobile,Inbound
534f8b51-fc32-4698-a0ee-e2054e5e7425,,,,Inbound
9c85b585-7bbf-487c-a4f4-a2f172e5433a,,,,Inbound
5cb1637f-bbe5-4c49-9a30-c01098f8a381,,,,Inbound
22469a1b-3777-49f3-83e7-094c2b504821,,,,Inbound
95354f0c-7fa6-41e9-80ef-46838bfd1f82,,,,Inbound
f0634d2e-2423-413a-9732-844b03ea9900,23-07-2023 05:09,175,Books & General merchandise,Outcall
885f92e6-ce13-4333-a8db-64e8fb39804d,06-07-2023 11:23,23999,Mobile,Email
a2ee455f-07db-42a0-8404-dee5c4aeaa23,,,,Inbound
4fd87e3c-0496-465a-9a35-bc12a737843e,,,,Outcall
a2675cc6-9b16-4b38-8a9b-24a166dc9374,,,,Inbound
2b8d5bfd-f298-4437-b046-1f98fd528f73,,,,Inbound
fb50d6ad-3655-4ed7-949c-153aa0a2e7c6,,,,Inbound
88ac6a5e-638a-4922-a71a-70f50dcce080,07-07-2023 21:29,685,Home,Email
5541fe5d-7f89-41c7-8ae6-015fc804873b,22-07-2023 19:29,384,Home,Inbound
03a619ff-52e1-4337-a097-83d267759be3,29-07-2023 18:15,10499,Mobile,Inbound
b3259c6c-c193-4393-884c-858df0cdcf98,,,,Outcall
b1c264da-dc9a-4d32-abf9-3ff65cc4ebf1,,,,Inbound
a880caf0-42c2-491f-ae1b-a5ab8f3ae084,,,,Inbound
54971eb7-11f0-4e2a-83d3-94a6bc09167f,,,,Inbound
37806e54-f303-447f-af45-d1f420f4ad37,24-07-2023 14:21,165,LifeStyle,Inbound
f3b7521c-98d6-41d0-950b-86b7ed9c4b33,,,,Outcall
9ab78d48-49ae-4440-b6ef-54c186996e2e,,,,Inbound
8a95394b-519d-466f-a2fc-e221ecd16b63,,,,Inbound
bf838b4a-12d4-4a22-b153-b08854c6fdc2,,,,Inbound
eda6ced8-4439-4259-94e1-7a9406b45c19,,,,Email
b5351b18-32c8-4afd-b1a2-cda7ed370d68,,,,Inbound
3824d43e-92ec-473e-8623-9346a5089b58,,,,Inbound
949a502a-fdaf-46b8-9b01-cfe16752659e,,,,Inbound
cd9ae7f8-f5dd-4233-8bfd-e2a0211b6126,,,,Outcall
2101b0a6-43a0-4e6d-a811-6f80190cd6ee,14-07-2023 14:15,299,LifeStyle,Outcall
f2f7044b-17b2-46ad-a1d8-4ad98ca43665,18-07-2023 19:55,349,LifeStyle,Inbound
2be868cd-a947-4f22-bfa9-83ef2f25a8ac,14-07-2023 03:29,286,LifeStyle,Outcall
72fdb297-8078-4ae0-a276-aac360f88c4b,,,,Inbound
3d9b0ecd-0e58-48a6-8de1-77ac3d9cd7fe,,,,Inbound
78208b47-899a-4273-8488-55c6cf600c30,,,,Inbound
5e4458a2-baca-415b-90e0-fca31147686b,,,,Outcall
84c82ee3-e960-4703-8cf7-872465cbeda6,28-07-2023 08:18,755,Books & General merchandise,Inbound
b348386b-a4d7-4467-8a1d-a76b711a6834,,,,Inbound
50ac4191-79c7-42f3-8fb6-e5868dae13a2,15-07-2023 14:29,108490,Electronics,Inbound
74214472-0d71-4c91-b513-467eaf531647,29-07-2023 00:06,1699,Electronics,Inbound
4b188e46-7ea1-4dcb-b831-b6d8c2315a76,,,,Inbound
043806a3-bfed-4ff3-b307-5b558b95d5fe,,,,Inbound
79cacb8f-ad72-472e-8621-db2ceea3aedb,,,,Inbound
0670f928-226e-4524-bc17-a4452863143f,,,,Inbound
cb4b9115-6d3f-4938-981c-412f6d4c739b,,,,Inbound
f1298517-4a7b-4b14-b290-0aa893dbab4d,,,,Inbound
4042a9d3-cdcc-43b4-994a-6feef6454997,,,,Inbound
30f67483-70e0-4867-af9c-3295e81de565,,,,Inbound
f31eaea1-b18c-4c67-85f1-0f91ed2ded83,,,,Outcall
29be6cef-288a-4228-a146-23bce5f905fd,,,,Inbound
0b709399-e760-444f-8bfe-8a7f60dcf72a,,,,Inbound
ca0c2ef3-f010-4e7e-9e95-832c290c4e2b,,,,Inbound
1bfa8b0c-28ef-429a-a339-071dfbe54d4a,,,,Outcall
a8b0bc4c-6a86-4951-8dcb-e88fdcc6a72c,26-07-2023 20:13,9999,Mobile,Outcall
cc85c1d8-1863-4fcd-9490-f7c878dd7798,29-07-2023 14:53,64,Books & General merchandise,Inbound
d8a0a447-ec92-4859-a988-3997ec5331ca,16-07-2023 19:10,332,Electronics,Email
b27de8f6-cd18-4b2f-8652-eeed428f0016,,,,Inbound
242aa5e7-70e3-41f7-9bb4-0969bf67a2a9,,,,Inbound
fd3ea8f6-e9cb-4b91-87fd-ab99b717e184,,,,Inbound
a8065d3a-c27d-4f7a-b21a-808dfe62b9e0,,,,Inbound
fa83cafa-43ad-4809-ad4a-5f31aa52ec9a,,,,Inbound
1049cbaa-c61a-49b9-8de0-e7f69b772aa8,,,,Outcall
3827f850-b11d-4e4c-be75-1572471619b8,16-07-2023 10:03,7499,Furniture,Inbound
52795f61-041d-4db1-96ad-d1bb27cb3fa3,15-07-2023 22:03,47999,Mobile,Inbound
c54a61a4-85d1-45b3-81b1-7f330ef948c3,13-07-2023 22:32,199,Electronics,Inbound
b88c83c4-0973-4ed6-b977-fd49229a5413,,,,Inbound
4ad3ee74-c720-47ed-9ff2-6c5a328e3222,,,,Inbound
a5943b6c-14e4-42cd-8f93-e7a279365797,22-07-2023 12:59,32999,Mobile,Inbound
45b45607-cdf9-4927-8225-67454cfcec26,18-07-2023 14:14,31490,Home Appliences,Inbound
e9d075dc-c413-42d9-b926-2f14c866d319,24-07-2023 20:09,3034,LifeStyle,Inbound
0fbf6e96-ed80-441a-bcc1-ed748ddf9d62,,,,Inbound
5975e4c4-20e2-458a-a81f-c67ba8537157,,,,Outcall
18412540-3a0d-42ab-af6d-1bcd70964747,,,,Inbound
6bc0cd62-9cb0-4878-ac06-ec102e89d57e,,,,Inbound
c3f201ae-8842-4ff8-bd56-099540af9b47,,,,Inbound
b2a76d88-f6e8-4f35-bb0f-716f7bba4755,20-07-2023 18:07,440,Books & General merchandise,Inbound
8dbfe168-6aa3-4845-bea0-201f9ed6e245,,,,Inbound
79e4ed71-6cd6-4d8f-a8e7-6a72e6c0a7e6,,,,Inbound
4c8a2373-0847-4577-baa1-39ce393fc013,19-07-2023 20:23,1808,Home Appliences,Outcall
3cde7088-19b3-4847-8989-ad740f0ca5fd,27-07-2023 08:23,699,Electronics,Inbound
ec0d2b81-a3e2-4969-9318-2c9c36f463d0,,,,Outcall
425807b7-ed33-4ef8-b0da-9a7f59d694e6,,,,Inbound
466a9e36-80d6-46e8-a815-646a51cd1167,,,,Outcall
51032a5f-f6c8-4ffc-ac5e-df5381e15415,,,,Inbound
29f71532-7e1e-493f-9a1c-239d1e7f37ec,17-07-2023 03:55,1094,LifeStyle,Inbound
b12a1779-7214-4e55-b6c3-36d13bc4cfa3,26-07-2023 10:43,1849,Home Appliences,Email
9bef6381-4cd9-45d5-9713-17c02734ec62,,,,Inbound
7e6560ca-767c-4ea7-97b9-d3479b599d28,,,,Inbound
a8507b0a-ceb3-406c-8ad0-d8f88db58b4a,,,,Inbound
425cf9a6-5d08-4608-b1c6-cf861da3e7a3,,,,Inbound
ced6206b-ca5f-4d64-8279-8a066c04785b,,,,Inbound
60db7bad-7c5a-416f-a1de-cb72dcad6491,21-07-2023 22:55,324,Books & General merchandise,Inbound
c0ed6f02-ab3c-44e4-9c57-dafd2e9ce1c7,,,,Inbound
6e837286-1ea7-47c2-b8b1-11dbe1a077db,,,,Inbound
95807588-96fc-44cb-aa40-c30d239630a0,,,,Outcall
03790c4a-9203-4476-8656-7f5a6c6707e3,24-07-2023 17:48,170,Electronics,Inbound
c884789e-7076-46db-bee9-d4a7d2e2be8c,28-07-2023 07:24,14999,Mobile,Inbound
716ca871-4f0c-432c-858c-02ded0b358ae,31-07-2023 21:11,220,Books & General merchandise,Inbound
505a062a-d4cd-4bf3-8c98-6bf25fcb4462,,,,Inbound
4b4219df-6687-4718-a08f-a2b692e49659,,,,Inbound
da7b0997-b9b8-4073-b554-9c14e89bb001,,,,Outcall
35f2680d-9b66-4b9a-8586-e79183a16f38,,,,Inbound
5b37d6f4-edc0-4299-a7ef-83c7d45e7142,,,,Inbound
f85c53ab-3021-4c84-b53f-2d17898421d1,,,,Outcall
d20efa31-7d9d-4dfe-80d6-fe41006e42dc,,,,Inbound
0b1daefd-a300-4fc5-a902-16fd62c5e2c9,,,,Inbound
3bd717c1-23ad-4dbe-852f-0df30b6b4424,,,,Inbound
d3904c3f-dcbf-48db-8cb7-ced4f4ec8dc9,,,,Outcall
50ded6e5-0962-4235-b90e-97f671a3c323,26-07-2023 01:03,1511,LifeStyle,Outcall
05f1c9fe-7107-4e9a-a92f-b73fc989600d,29-07-2023 00:35,156,Books & General merchandise,Inbound
52ed517c-d432-4f36-9b7f-3399df84f22b,29-07-2023 22:22,70,Books & General merchandise,Outcall
907751a6-d47c-44be-a44e-47fd336cd62f,,,,Inbound
49211d8f-1d06-41fd-a378-aa84fcd89048,,,,Inbound
9aaf52a8-8f6b-495a-b3f7-daeb34865eb1,,,,Inbound
08b0d8fd-33c1-42cf-be20-7530500c2b79,,,,Outcall
473f4cb1-4983-4316-ac67-d0e24f7d067d,17-07-2023 17:54,3580,Home Appliences,Inbound
0dbe6d1f-f99f-451b-a1b0-d971a35b5b70,23-07-2023 14:05,199,LifeStyle,Inbound
a383f165-62c1-4aee-9a69-55c35b309979,,,,Inbound
6f10f565-5883-455f-9088-d8fb95d489cc,,,,Outcall
aace50ca-85da-489e-ae44-8e9a04cf66ba,,,,Inbound
