Order_id,Customer_City,Customer Remarks
0529e1c0-30e7-464d-8422-c876f7b6137b,RANGAREDDY,
180c6939-c217-4118-880c-d325f1978925,DHENKANAL,
c40d0b03-7e68-4c22-84f0-598c20719598,VERAVAL,
5cf90c28-9dbd-4638-bda8-9bed4699eb35,,
12534008-64a7-4f6a-b21d-0e37f41ded49,,
761acddc-54eb-4b53-84a3-a326f394665b,,
dd1e3bf1-98ed-46cb-a3cd-72e445a617ec,PATTAMUNDAI,Very bad agent
6d6cf74c-fb6d-42a8-aa4d-1707d5e203a1,,
ed44ccab-413e-4379-a389-aa669f032775,,
dbf5658f-9422-4420-9d6e-adb8f095e686,,
478a19a7-2120-4a74-80a1-1d4fa4efe450,,
152f045e-5a5b-4d1b-996a-d3b4cf48188e,PALAMU,
9fde7e27-5e80-489e-8113-d13a8ee53da0,,
4bd865bd-5082-464a-bade-ec1324b550a3,,
10fd384a-fcb8-4d19-b309-f1bb845ea061,,
7c6a0484-4533-4a33-97b7-58a7ecc3b095,,Ok
6539fff5-3285-4650-ada8-99a8712a0c50,,
f5432cf4-63aa-4dac-aadb-ca891aaa8c1f,,
7f252e8c-c257-4d86-94e6-f6a57bc3f28b,,
cea9d8b6-f66b-4b9c-9fa6-3a6583f18247,,Should take action fast..thank u
492a92d3-52f2-4987-83cb-4338eb652a22,,Good talk
cfc840ad-ff33-40fe-a15f-446446659645,,
9d7f511a-dfb6-42b5-983c-17f837ff8ecf,HARIDWAR,The way she talked with me is quite appropriate and nice as well. Shopzilla should hire these kind of executive for their customer support service.   bless you dear.
50e624d2-bcca-4316-88e0-cad0be3b282f,,
f8e924a7-944d-4586-a35e-93cc8237a073,,
ac9632ba-54e2-4c2e-b8a4-c0b699389432,GAYA,
5293a8a3-bf90-4db1-b58b-e05feda9cd50,,
cacb76f9-9d88-4da6-8933-60de7200fc76,,
2da9a618-298e-46cd-98d8-3404aa4db2c3,,"Please pack the products which actually customers ordered, otherwise it is time to both you and us Shopzilla."
067e5ebf-73d2-4480-822c-c0e6353dfaa3,,
1989ecfc-04b6-4689-8b0e-692e78440e77,,
ceb9e88b-f8de-4947-a743-496fa966be9f,,Thanks 
eb992ae3-60de-44f1-8429-bc08dc7678b2,,
a9b79999-27bc-4757-ae4a-6496edfd3596,,
585960aa-a2ad-4bf0-b1a8-544b58489c7f,,
b631d8ec-110b-4824-99a5-cf854166c2bd,,????
6a322a01-a5b2-4621-b1f1-35cf332ebd74,,
c272ba25-6cee-4001-9e98-27c1c3f3f99a,,Mr   was very helpful 
fceef4b8-4271-44bc-85a4-440c86f43442,,"Thank you so much sir for solving my issue . Bhai, please highlight my concern. Bhai sorry for the late feedback. Bhai please call me."
6320a255-b193-4bc5-98c6-e4779cadafa9,RASULABAD,Good 
f7cad483-b1c7-4432-aae7-044ec9479fb9,,
182632fa-111d-4049-b333-d4637b46cc36,,
28821ef6-5703-4082-b129-33adb8907129,VIRAMGAM,Thankyou 
e6a982e4-0ad1-479c-afaa-2f84afabb3fb,DHULE,
0c871165-7c35-48be-97a1-3885dbcdf80d,,I selected for English language preference but it's goes into Hindi channel. But customer service executive doesn't understand English properly
43b5b33a-c7a9-4ca5-8910-810ba4ad6305,,
da266d33-6eb1-44a4-91bc-16a24a009ddb,,
6b673d67-742c-4002-8cf7-5cea9c98efcc,,
e604657d-65bc-45f8-82db-6678c8c34a40,,Nice 
c9daefdf-e6da-45cb-9a69-529e013288a0,,"Please don't give the chance of local shop/ company,,, they're using the name of Shopzilla & giving worst products... Sell your products like Myntra ( Myntra always send their products)"
a9c911b1-f2c8-43fd-9907-a6da3f2912ea,BHUBANESWAR,
70cd4326-96e7-4a91-aa32-07dfd2db224f,CHANGANACHERRY,
5fbd2882-0763-486a-849f-7b95083bc88d,BANGALORE,
438d0cd5-ffd8-48c3-b388-39fd079320f5,,
d4b0738f-8ce0-48b5-996f-32fa0a96b8f4,,
915c8721-39fd-4f37-bad7-f70e680707dc,,
b96efdd1-0cc6-447f-85cb-f86cbbd93805,,Thank you   for your valuable time & support 
0563c87a-6695-42c5-8316-33922ae694ca,,Good night
503dd750-1c4c-4d84-81b7-ee9587b7f27e,,No
ac111310-37ff-42f3-99b3-219ec3de760a,,
63d3701c-e9d4-4280-a596-95124040a1d0,,
93ef1b08-c1fa-4574-9cc5-52a6046057c5,,Thank you so much 
eb349a4e-d3ec-4232-95f0-d277c0fcf8a6,DARBHANGA,?? no
e3ccae12-0457-416a-a662-91092725218f,,
9ba8ac3b-c6cb-46ab-9f6e-4dbe43a62439,,
f8d08084-599b-4928-a4ab-bfc81d5257c1,,Please provide customer support in regional language like Bengali 
0f7d1489-78f4-4bbf-85d0-4f60c98b397e,NEW DELHI,Delete in Shopzilla account 
a5bc77a0-f506-4f7f-87b8-c41720717f48,,
cd2b4b23-2ec1-4a24-9722-660c509d3c1f,,
a081f867-cf14-495e-99e6-61c83f413d8d,,
fd651603-4518-4d25-97e0-19a85b8cd0bd,,Next time better 
8d65aee6-863d-401a-826d-905daad5b6e7,,
e1988300-abab-4e95-b5d6-0ba420fb01ab,HALDWANI,Very poor service and support 
8312cecc-6148-4472-87df-c6f9dab92a18,,
876fa4d4-7c20-4763-963e-c39511a188b4,,
cc2dd5f5-bba2-4b8d-ba43-2c4bd68e13af,,
549b49f6-f921-4440-8ba1-b69ef3d69de8,,Thanks for understanding my problem and helping me out 
b8b713c2-adf2-4460-832b-df43018852be,,
f641e26b-02a6-4f00-9117-dd301d00e945,,
4fb58b70-3cdb-4578-8b79-9bd3ef9513c3,PUNE,
263b9bdb-788a-4c23-9003-74b3397ddc30,,
be46cd11-01de-4033-af05-bd95174f7ed9,,Nk
d481ebd4-5c63-40ae-8a28-91071c730ac6,,
b47e2959-f416-4439-9f62-50ffe994c0ab,,
74039940-910c-44cd-b462-f082b90c951f,,
70f580ff-9163-4f71-bdbc-af1a100954b1,,
31a39495-58a2-4cf9-9aa5-4e4fba9b4982,,
a8ed43f2-fce8-48cf-9f99-268e1e8479bd,,Noise watch not restart
be2f5c03-db6d-4098-bf6a-6d31f2320c69,CHANDRAPUR,No any response my orderVery bad costumer service
a3effd07-894a-4a4b-84e1-7611584f39b2,JAMNAGAR,Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug
f51a1c25-84f2-44e2-a30b-a0d2bbfcdf4f,,
ad732066-abf4-4b09-bd7b-8d8cb3789701,,Reten
db1c4e66-903f-429e-a435-7435ccaa336f,,
d0bb8c2a-b0ae-4ae5-83c7-0b251042d0a5,PUNE,
b2f035a9-23b2-43f7-b4c7-61fc05789bcc,,
1a89eca9-91b5-4742-97c4-7cb14094d2a8,,
f2bfeeca-1d51-434f-908f-b041ea795c06,,
7eabbe21-db0a-45ed-a002-7aecd9c3fd8e,,
ba5d2494-2c8b-4be3-8cd2-c291510935d8,,
67937305-cfb0-4def-9473-eb5ab3f2e511,,
89af5610-4a68-411b-b348-af6505c537c8,,Nice 
40f015b3-72d9-457d-93ce-ef684e225457,,
a7d2f7ed-9c54-4c04-82d5-9b6211734960,CUDDAPAH,Good 
5f8e49ed-db4f-4582-9274-242c16949748,,
e8f2e940-9fa5-4297-8bf9-3b289dc7ad1d,,
c53ace18-b1c0-4762-803a-a4a5d26c36df,AURANGABAD,
dd6630fa-73e9-44b9-9d80-a27c255ba115,MUNGER,
87212636-74b9-4b0e-8cd7-741b00ed0944,BARAUT,Call disconnect and not provide information proper
eaeda00a-889a-47a5-9916-28b3e3ec0638,,
46a5d4dd-ca69-4c50-a8c1-77e5600645c8,,My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved quickly then why we don't do shopping from other shopping app where our issue is solved quickly 
c5d1b3ee-21e4-4ae7-acaf-69790281099a,,Everything is good ??
1876a485-34be-40b5-a233-9c2f740b1fd2,,Wrong Product received.
e5f28604-8582-4b52-95ed-9de6ab01a8dd,GOPALGANJ,
6975ca11-9a92-4c0b-a023-82a4d2cab538,,
c0b068e5-b701-476b-afec-53729e857351,,
05fab777-050d-4f0c-904d-f7091f79c240,,
65af7e2a-69f8-4a91-ac6d-b947770a1f13,MUZAFFARNAGAR,Good communication skills 
59f94865-6162-41c4-a606-b0f0db1dbbd7,,
d2830549-8e9c-45d8-9b30-3bff2a9a7621,UNNAO,
8ebf99a3-fbcf-475f-b9f0-d264230fdbbd,SAWER,
6482ad7d-2be2-452f-ab14-fcaf581acaa9,,
452ddb9e-2384-4893-824a-eb2a62af314c,,
15d713df-05ea-498c-8e4b-09a763e26399,,
becd80c2-f391-4638-b3f1-5d0bc5bf743d,,Thanks ??
46255032-1925-4945-a54e-1c56c669186e,,
9422925a-8114-4aef-bb38-2d370dc780b3,,Worst Shopzilla customer service. Shopzilla shouldn't cancel order without ack from customer and also there's no compensation for customer satisfiaction. it makes us to move out from Shopzilla.
dcf81699-1b53-4aab-9448-ba7ca857e3b9,,
28af749b-3e16-4961-8573-1a7f70582c47,,I am waiting second item today because today evening my flight please solve that today thanks 
9e2c3e3e-64a0-4bf4-8dac-326e0aac1d61,,Nothing to say thanks for solving my issue
d262e3d8-2fe2-4f94-9fd6-24340ebd2c58,,
d5e4025c-6500-442f-840e-aa7e9cc445c4,DHARAMASALA,
57d033eb-b1c2-43d2-af25-a4412aedd409,AGRA,
df132fd8-b6e3-48c9-b78c-982b4a1ec519,,
20f1e434-8a46-4ee7-99d7-0358e600706f,,
9c233d07-c6a4-4976-a92d-1ab72dad508b,,
726eb278-2d61-464b-b002-844d96d2531f,,
68190531-294e-4234-b31b-bff439b5ddaf,,"Shopzilla customer service executive   was very helpful,I appreciate her to good future ahead in your company."
9d388047-2773-4c1b-af95-d5098d370ade,,
85dc72a7-4b02-458c-8dc3-66699299db89,,
a2ed865d-b857-4811-9f20-d0c74625ce9e,,No
6937aabb-bb6d-4c93-82ea-2641f74b6d99,,
a4c77016-cd6a-43b5-9e68-aefadb7e4e4c,,Thankyou so much 
140fb5be-09ee-4c87-bd46-78ac6c47296e,,
b81f6961-d4bb-4a68-8ed0-ad229ca45d93,BERHAMPUR,Nyc talkng
11373ee3-ef96-4106-ac6a-2699f4089042,NEW DELHI,Thanks 
194f144f-500d-4461-905b-097c2a7f8114,,
f401d62c-f8bd-4cee-99a1-6f26b0f9483d,,
3c5d9697-e840-468c-ba74-180f8817e00a,,"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund."
5c27faad-d884-44c2-a826-b4db68ffc961,,Excellent 
b81c8333-f100-4b8a-9d27-ec2cff922d96,,
1a34c6e7-2c11-4c0b-8580-2733627ecfa5,,
65ad82c6-5a27-4780-a76a-4cd7271c763c,,
bbc9a572-47cc-4ac5-b51c-d33317022b90,,
91e7636a-6fcd-411e-9a2e-691bf2b5417c,UDAIPUR,
4c25c5b6-e572-478b-89ee-aff5679742b8,,
96dede91-f604-4a3b-882b-f9ffdb3e2d45,,
5ea6abb0-d0d8-4b5b-9554-7b6c3e0a35b2,,
87961cb1-c068-4a35-8dfe-65702637a329,BELLARY,
43fe7103-946b-48dc-a6d9-0da1f807008b,BANKURA,
b4eb4670-7ee1-49aa-9b78-35ed4040c044,,Very nice 
e762b36b-4502-4800-9e5b-a26f6ad15214,,
25160903-880b-4dd3-9bd5-79b68041f941,,
f0914e02-7d42-4bdd-b6aa-aac0e904d368,,
dfc1b395-5920-4769-be8e-28503a068d1e,,Good 
21630643-03c7-4072-bde3-0d4353957ec0,,Bot is very annoying
e50c2fb6-d6d4-4f74-a92b-c75d936b579d,JALALPUR,Ok
51225ddc-aef3-4baa-89c4-78a581ca8ad4,JHUMRI TELAIYA,Have faith in coustomar 
d8f04ae9-5044-4608-a642-cf8857d344d1,,One side nit warning 
1e3048d6-d7a0-4ad1-9716-3f09554734cd,,
159f4c9f-e156-4c48-aa2b-790d5d03f78f,,
cb6feab9-8f8b-459d-8634-dab0c5811930,,
e020f11b-62e5-4d76-ad57-e981ad7278b9,CUTTACK,
534f8b51-fc32-4698-a0ee-e2054e5e7425,,They put my call on hold but after sometime they disconnected without any information.
9c85b585-7bbf-487c-a4f4-a2f172e5433a,,Please solve the queries
5cb1637f-bbe5-4c49-9a30-c01098f8a381,,
22469a1b-3777-49f3-83e7-094c2b504821,,
95354f0c-7fa6-41e9-80ef-46838bfd1f82,,
f0634d2e-2423-413a-9732-844b03ea9900,JAJPUR ROAD,
885f92e6-ce13-4333-a8db-64e8fb39804d,HYDERABAD,
a2ee455f-07db-42a0-8404-dee5c4aeaa23,,No
4fd87e3c-0496-465a-9a35-bc12a737843e,,
a2675cc6-9b16-4b38-8a9b-24a166dc9374,,
2b8d5bfd-f298-4437-b046-1f98fd528f73,,
fb50d6ad-3655-4ed7-949c-153aa0a2e7c6,,
88ac6a5e-638a-4922-a71a-70f50dcce080,JHANSI,
5541fe5d-7f89-41c7-8ae6-015fc804873b,BHIWANDI,She is very good. If she need to switch the job ask her to contact me.
03a619ff-52e1-4337-a097-83d267759be3,HYDERABAD,Item are too delay of delivery date
b3259c6c-c193-4393-884c-858df0cdcf98,,10 days order not supply &no payment refund
b1c264da-dc9a-4d32-abf9-3ff65cc4ebf1,,Best 
a880caf0-42c2-491f-ae1b-a5ab8f3ae084,,
54971eb7-11f0-4e2a-83d3-94a6bc09167f,,"Idiotic customer care executives, no solution from your end since April 28 th, call disconnected from the executive end"
37806e54-f303-447f-af45-d1f420f4ad37,BHUBANESWAR,
f3b7521c-98d6-41d0-950b-86b7ed9c4b33,,My issue paylater bill not submited so i talk customer  suppprt nd my issue solve in just min thnx Shopzilla
9ab78d48-49ae-4440-b6ef-54c186996e2e,,Problems and concern's Good Understanding and solved.
8a95394b-519d-466f-a2fc-e221ecd16b63,,
bf838b4a-12d4-4a22-b153-b08854c6fdc2,,
eda6ced8-4439-4259-94e1-7a9406b45c19,,
b5351b18-32c8-4afd-b1a2-cda7ed370d68,,
3824d43e-92ec-473e-8623-9346a5089b58,,
949a502a-fdaf-46b8-9b01-cfe16752659e,,My problem is not yet solved 
cd9ae7f8-f5dd-4233-8bfd-e2a0211b6126,,
2101b0a6-43a0-4e6d-a811-6f80190cd6ee,DIMAPUR,
f2f7044b-17b2-46ad-a1d8-4ad98ca43665,BETTIAH,"I ordered a sleeper which was delivered on 22nd july after that i didn't like its quality so i refunded the last date to pick up the product after refund was 25th july but my product didn't get picked up till 31st july.  And I was consoled to wait only 24 hours for 5 days after talking to the costumer care, even after that no one came for pickup, I felt very sad seeing the return policy of Shopzilla.  That's why I canceled myself last night, first time this happened to me ??"
2be868cd-a947-4f22-bfa9-83ef2f25a8ac,SRINAGAR,Awful customer support ever
72fdb297-8078-4ae0-a276-aac360f88c4b,,
3d9b0ecd-0e58-48a6-8de1-77ac3d9cd7fe,,
78208b47-899a-4273-8488-55c6cf600c30,,
5e4458a2-baca-415b-90e0-fca31147686b,,Good job ??
84c82ee3-e960-4703-8cf7-872465cbeda6,VIDISHA,
b348386b-a4d7-4467-8a1d-a76b711a6834,,
50ac4191-79c7-42f3-8fb6-e5868dae13a2,BILASPUR,
74214472-0d71-4c91-b513-467eaf531647,LUCKNOW,
4b188e46-7ea1-4dcb-b831-b6d8c2315a76,,
043806a3-bfed-4ff3-b307-5b558b95d5fe,,
79cacb8f-ad72-472e-8621-db2ceea3aedb,,
0670f928-226e-4524-bc17-a4452863143f,,
cb4b9115-6d3f-4938-981c-412f6d4c739b,,
f1298517-4a7b-4b14-b290-0aa893dbab4d,,
4042a9d3-cdcc-43b4-994a-6feef6454997,,
30f67483-70e0-4867-af9c-3295e81de565,,Happy 
f31eaea1-b18c-4c67-85f1-0f91ed2ded83,,  happy costumer support 
29be6cef-288a-4228-a146-23bce5f905fd,,
0b709399-e760-444f-8bfe-8a7f60dcf72a,,
ca0c2ef3-f010-4e7e-9e95-832c290c4e2b,,
1bfa8b0c-28ef-429a-a339-071dfbe54d4a,,
a8b0bc4c-6a86-4951-8dcb-e88fdcc6a72c,PURNIA,U cal display ur customers support number4 help any customers problem But no display customers care number
cc85c1d8-1863-4fcd-9490-f7c878dd7798,KOLKATA,
d8a0a447-ec92-4859-a988-3997ec5331ca,MIRZAPUR,
b27de8f6-cd18-4b2f-8652-eeed428f0016,,After delivery of the product take responsibility of the items.
242aa5e7-70e3-41f7-9bb4-0969bf67a2a9,,Interaction was awesome but policy is very bad can't unblock my account pay later
fd3ea8f6-e9cb-4b91-87fd-ab99b717e184,,
a8065d3a-c27d-4f7a-b21a-808dfe62b9e0,,
fa83cafa-43ad-4809-ad4a-5f31aa52ec9a,,
1049cbaa-c61a-49b9-8de0-e7f69b772aa8,,
3827f850-b11d-4e4c-be75-1572471619b8,MADHUBANI,
52795f61-041d-4db1-96ad-d1bb27cb3fa3,GHAZIABAD,
c54a61a4-85d1-45b3-81b1-7f330ef948c3,AMBAD,
b88c83c4-0973-4ed6-b977-fd49229a5413,,Reduce time
4ad3ee74-c720-47ed-9ff2-6c5a328e3222,,
a5943b6c-14e4-42cd-8f93-e7a279365797,KHAMGAON,
45b45607-cdf9-4927-8225-67454cfcec26,AMRAOTI,
e9d075dc-c413-42d9-b926-2f14c866d319,SRIPERUMBUDUR,
0fbf6e96-ed80-441a-bcc1-ed748ddf9d62,,
5975e4c4-20e2-458a-a81f-c67ba8537157,,Kindly resolve all of your server related issues to help with real time data.
18412540-3a0d-42ab-af6d-1bcd70964747,,
6bc0cd62-9cb0-4878-ac06-ec102e89d57e,,
c3f201ae-8842-4ff8-bd56-099540af9b47,,
b2a76d88-f6e8-4f35-bb0f-716f7bba4755,BASTI,Very good
8dbfe168-6aa3-4845-bea0-201f9ed6e245,,
79e4ed71-6cd6-4d8f-a8e7-6a72e6c0a7e6,,Make it easy to reach to executive 
4c8a2373-0847-4577-baa1-39ce393fc013,NALGONDA,Excellent service ??
3cde7088-19b3-4847-8989-ad740f0ca5fd,BARMER,
ec0d2b81-a3e2-4969-9318-2c9c36f463d0,,
425807b7-ed33-4ef8-b0da-9a7f59d694e6,,
466a9e36-80d6-46e8-a815-646a51cd1167,,
51032a5f-f6c8-4ffc-ac5e-df5381e15415,,
29f71532-7e1e-493f-9a1c-239d1e7f37ec,HYDERABAD,
b12a1779-7214-4e55-b6c3-36d13bc4cfa3,MADHUBANI,
9bef6381-4cd9-45d5-9713-17c02734ec62,,
7e6560ca-767c-4ea7-97b9-d3479b599d28,,
a8507b0a-ceb3-406c-8ad0-d8f88db58b4a,,poor customer service
425cf9a6-5d08-4608-b1c6-cf861da3e7a3,,
ced6206b-ca5f-4d64-8279-8a066c04785b,,
60db7bad-7c5a-416f-a1de-cb72dcad6491,CHARKHI DADRI,
c0ed6f02-ab3c-44e4-9c57-dafd2e9ce1c7,,
6e837286-1ea7-47c2-b8b1-11dbe1a077db,,
95807588-96fc-44cb-aa40-c30d239630a0,,Happy
03790c4a-9203-4476-8656-7f5a6c6707e3,TIRUPATI,
c884789e-7076-46db-bee9-d4a7d2e2be8c,AURANGABAD,
716ca871-4f0c-432c-858c-02ded0b358ae,LUCKNOW,
505a062a-d4cd-4bf3-8c98-6bf25fcb4462,,
4b4219df-6687-4718-a08f-a2b692e49659,,
da7b0997-b9b8-4073-b554-9c14e89bb001,,Very good working 
35f2680d-9b66-4b9a-8586-e79183a16f38,,Make calling more accessible and easily approachable
5b37d6f4-edc0-4299-a7ef-83c7d45e7142,,Everything is ok ??
f85c53ab-3021-4c84-b53f-2d17898421d1,,peoblem not solve
d20efa31-7d9d-4dfe-80d6-fe41006e42dc,,
0b1daefd-a300-4fc5-a902-16fd62c5e2c9,,
3bd717c1-23ad-4dbe-852f-0df30b6b4424,,
d3904c3f-dcbf-48db-8cb7-ced4f4ec8dc9,,
50ded6e5-0962-4235-b90e-97f671a3c323,MUMBAI,
05f1c9fe-7107-4e9a-a92f-b73fc989600d,KOLKATA,Over all very good 
52ed517c-d432-4f36-9b7f-3399df84f22b,NEW DELHI,Very good 
907751a6-d47c-44be-a44e-47fd336cd62f,,
49211d8f-1d06-41fd-a378-aa84fcd89048,,
9aaf52a8-8f6b-495a-b3f7-daeb34865eb1,,
08b0d8fd-33c1-42cf-be20-7530500c2b79,,
473f4cb1-4983-4316-ac67-d0e24f7d067d,BHOPAL,
0dbe6d1f-f99f-451b-a1b0-d971a35b5b70,KATIHAR,
a383f165-62c1-4aee-9a69-55c35b309979,,
6f10f565-5883-455f-9088-d8fb95d489cc,,
aace50ca-85da-489e-ae44-8e9a04cf66ba,,
48135c39-4322-496c-b4f6-7131e7c448f8,,
91b5ee8f-9a71-40e7-902e-26a6db789ff7,,
a1fb9cb4-854e-415c-8773-67f0dc1222dc,,
0b53d3eb-2561-4e22-b61d-d4e93f94b34d,,Very good nice bro 
7fb5d87d-3845-4caa-b1d5-ffec599d30d5,,
a8986fd9-cd83-4410-882a-d4adde3354f0,,
c8eb9df2-bb52-4462-a1f4-c4974daf89c1,,
8feaab50-ae61-4cd2-8099-e4364261455e,,Good support  
466bcffd-081d-4449-b174-5117f7c08f8d,,
b8b56230-f8f4-442a-8953-1ecdbd8ac941,,
eedaa554-1564-4b14-adf6-1d09e612cefb,KHANDWA,
9faf1736-4751-490f-94da-8ed9831831cf,MEDINIPUR,
ebd3eabd-7637-437e-87ea-a2c45dc21b35,,Good 
8d9c4f65-0501-4d94-97e4-79388290b3e1,,
f158447e-ae86-401c-a518-78f2daec9450,,
7d9c6f38-77c8-4c7c-b973-44b7209d6487,AHMEDABAD,
910775cd-78b7-411b-843a-c73e93a7248c,,Bist gadnig 
d39a6e9b-8332-4707-8b17-676236a1563a,,Shopzilla team very good team 
09a86a3b-621f-4939-8075-47026d616f1f,CHENNAI,
6dfdab43-e3fe-4340-b53f-f1863b08255e,,Good 
97f7e9dc-b7ee-49a8-8438-28ffb96d140a,,
5c3d6998-b02c-4da7-a6de-ae91382a01d7,,Failure is the only word for Shopzilla 
31b641a1-2270-4e51-b95d-4ead9bfab254,,Very slow and lots of doubts the representative had. Many things on grocery doesn't get returned and only refund is available she said.
838cc204-6340-488f-9972-5a7f0cfb4c63,,Process gap in Executive
1a24e30f-4812-44ce-91d8-2ea705879c3d,,
5203e89f-b712-4d79-81a7-d548dfefe79f,,
c7ca56a7-e245-4133-8eaf-fcae437bf81c,,
ab6ce533-7b0f-466f-be68-7df0e2daed17,DURGAPUR,
c7e013fb-9823-4317-86c6-da00eafb5466,BHIWADI,
1601e3a9-ef4e-42d0-825c-c39c5b25606a,AKOLA,
a8f6d3aa-61bd-4083-bbbc-864630ebc6ee,,
2c79e22a-eccf-40f1-a6e2-b5806a427948,,
f9b255ff-88a0-48d8-91c5-7f5bde667530,,Make sure correct orders get delivered 
0fea3a19-29e5-483a-8870-3794830513df,,
8f5cd5bc-1a29-4611-b5ab-a63339b90d0d,,
4e2ffe32-5724-47bc-ab71-a272a7bebd51,,
a39b4dc0-38a8-4f2d-bb39-e1bd990fdc49,,Thanks 
560f8005-ffbf-45fd-95a3-3cfc1aa27e46,,
6354b5f3-3179-428f-9bb8-76f5d70c6834,,
